Time hh:mm:ss tt,Game Time ss.,Event
Time: 09:38:09 AM,Game Time: 208.8893,Water Flow Sensor percentage changed From:18.4% To: 18.5%
Time: 09:38:09 AM,Game Time: 208.9886,Water Flow Sensor percentage changed From:11.2% To: 11.3%
Time: 09:38:09 AM,Game Time: 209.0553,Water Flow Sensor percentage changed From:5.9% To: 6%
Time: 09:38:09 AM,Game Time: 209.0553,Water Flow Sensor percentage changed From:8.3% To: 8.4%
Time: 09:38:09 AM,Game Time: 209.122,Water Flow Sensor percentage changed From:11.3% To: 11.5%
Time: 09:38:09 AM,Game Time: 209.222,Water Flow Sensor percentage changed From:18.5% To: 18.6%
Time: 09:38:09 AM,Game Time: 209.2886,Water Flow Sensor percentage changed From:18.6% To: 18.7%
Time: 09:38:09 AM,Game Time: 209.3869,Water Flow Sensor percentage changed From:6% To: 6.1%
Time: 09:38:10 AM,Game Time: 209.651,Water Flow Sensor percentage changed From:6.1% To: 6.2%
Time: 09:38:10 AM,Game Time: 209.6844,Water Flow Sensor percentage changed From:11.5% To: 11.6%
Time: 09:38:10 AM,Game Time: 209.6844,Water Flow Sensor percentage changed From:6.2% To: 6.3%
Time: 09:38:10 AM,Game Time: 209.7844,Water Flow Sensor percentage changed From:55.2% To: 55.3%
Time: 09:38:10 AM,Game Time: 209.951,Water Flow Sensor percentage changed From:18.7% To: 18.8%
Time: 09:38:10 AM,Game Time: 210.0494,Water Flow Sensor percentage changed From:6.3% To: 6.4%
Time: 09:38:10 AM,Game Time: 210.0494,Water Flow Sensor percentage changed From:18.8% To: 18.9%
Time: 09:38:10 AM,Game Time: 210.1814,Water Flow Sensor percentage changed From:8.4% To: 8.5%
Time: 09:38:11 AM,Game Time: 210.2147,Water Flow Sensor percentage changed From:18.9% To: 19%
Time: 09:38:11 AM,Game Time: 210.2814,Water Flow Sensor percentage changed From:11.6% To: 11.7%
Time: 09:38:11 AM,Game Time: 210.3814,Water Flow Sensor percentage changed From:6.4% To: 6.5%
Time: 09:38:11 AM,Game Time: 210.3814,Water Flow Sensor percentage changed From:19% To: 19.1%
Time: 09:38:11 AM,Game Time: 210.5473,Water Flow Sensor percentage changed From:19.1% To: 19.2%
Time: 09:38:11 AM,Game Time: 210.5806,Water Flow Sensor percentage changed From:19.2% To: 19.3%
Time: 09:38:11 AM,Game Time: 210.7122,Water Flow Sensor percentage changed From:6.5% To: 6.6%
Time: 09:38:12 AM,Game Time: 210.9456,Water Flow Sensor percentage changed From:11.7% To: 11.8%
Time: 09:38:12 AM,Game Time: 210.9456,Water Flow Sensor percentage changed From:19.3% To: 19.4%
Time: 09:38:12 AM,Game Time: 211.0122,Water Flow Sensor percentage changed From:2.3% To: 2.4%
Time: 09:38:12 AM,Game Time: 211.0122,Water Flow Sensor percentage changed From:55.3% To: 55.4%
Time: 09:38:12 AM,Game Time: 211.0456,Water Flow Sensor percentage changed From:19.4% To: 19.5%
Time: 09:38:12 AM,Game Time: 211.0456,Water Flow Sensor percentage changed From:55.4% To: 55.5%
Time: 09:38:12 AM,Game Time: 211.2122,Water Flow Sensor percentage changed From:19.5% To: 19.6%
Time: 09:38:12 AM,Game Time: 211.2456,Water Flow Sensor percentage changed From:19.6% To: 19.7%
Time: 09:38:12 AM,Game Time: 211.3122,Water Flow Sensor percentage changed From:6.6% To: 6.7%
Time: 09:38:12 AM,Game Time: 211.3122,Water Flow Sensor percentage changed From:19.7% To: 19.8%
Time: 09:38:12 AM,Game Time: 211.4122,Water Flow Sensor percentage changed From:19.8% To: 19.9%
Time: 09:38:12 AM,Game Time: 211.4789,Water Flow Sensor percentage changed From:11.8% To: 11.9%
Time: 09:38:13 AM,Game Time: 211.5789,Water Flow Sensor percentage changed From:8.5% To: 8.6%
Time: 09:38:13 AM,Game Time: 211.6456,Water Flow Sensor percentage changed From:19.9% To: 20.1%
Time: 09:38:13 AM,Game Time: 211.7789,Water Flow Sensor percentage changed From:20.1% To: 20.2%
Time: 09:38:13 AM,Game Time: 211.8122,Water Flow Sensor percentage changed From:11.9% To: 12%
Time: 09:38:13 AM,Game Time: 211.8122,Water Flow Sensor percentage changed From:20.2% To: 20.3%
Time: 09:38:13 AM,Game Time: 211.8456,Water Flow Sensor percentage changed From:12% To: 12.1%
Time: 09:38:13 AM,Game Time: 211.8456,Water Flow Sensor percentage changed From:8.6% To: 8.7%
Time: 09:38:13 AM,Game Time: 211.9122,Water Flow Sensor percentage changed From:12.1% To: 12.2%
Time: 09:38:13 AM,Game Time: 211.9456,Water Flow Sensor percentage changed From:20.3% To: 20.4%
Time: 09:38:13 AM,Game Time: 211.9456,Water Flow Sensor percentage changed From:55.5% To: 55.6%
Time: 09:38:13 AM,Game Time: 212.0456,Water Flow Sensor percentage changed From:12.2% To: 12.3%
Time: 09:38:13 AM,Game Time: 212.0456,Water Flow Sensor percentage changed From:20.4% To: 20.5%
Time: 09:38:13 AM,Game Time: 212.1789,Water Flow Sensor percentage changed From:20.5% To: 20.6%
Time: 09:38:13 AM,Game Time: 212.2456,Water Flow Sensor percentage changed From:6.7% To: 6.8%
Time: 09:38:13 AM,Game Time: 212.2456,Water Flow Sensor percentage changed From:1.9% To: 2%
Time: 09:38:13 AM,Game Time: 212.2456,Water Flow Sensor percentage changed From:20.6% To: 20.7%
Time: 09:38:13 AM,Game Time: 212.2789,Water Flow Sensor percentage changed From:20.7% To: 20.8%
Time: 09:38:14 AM,Game Time: 212.3456,Water Flow Sensor percentage changed From:20.8% To: 20.9%
Time: 09:38:14 AM,Game Time: 212.4122,Water Flow Sensor percentage changed From:12.3% To: 12.5%
Time: 09:38:14 AM,Game Time: 212.4122,Water Flow Sensor percentage changed From:20.9% To: 21%
Time: 09:38:14 AM,Game Time: 212.4456,Water Flow Sensor percentage changed From:21% To: 21.1%
Time: 09:38:14 AM,Game Time: 212.5122,Water Flow Sensor percentage changed From:12.5% To: 12.6%
Time: 09:38:14 AM,Game Time: 212.5122,Water Flow Sensor percentage changed From:2.4% To: 2.5%
Time: 09:38:14 AM,Game Time: 212.5122,Water Flow Sensor percentage changed From:21.1% To: 21.2%
Time: 09:38:14 AM,Game Time: 212.5122,Water Flow Sensor percentage changed From:8.7% To: 8.8%
Time: 09:38:14 AM,Game Time: 212.5456,Water Flow Sensor percentage changed From:21.2% To: 21.3%
Time: 09:38:14 AM,Game Time: 212.6456,Water Flow Sensor percentage changed From:21.3% To: 21.4%
Time: 09:38:14 AM,Game Time: 212.7122,Water Flow Sensor percentage changed From:6.8% To: 6.9%
Time: 09:38:14 AM,Game Time: 212.7122,Water Flow Sensor percentage changed From:21.4% To: 21.5%
Time: 09:38:14 AM,Game Time: 212.7456,Water Flow Sensor percentage changed From:21.5% To: 21.6%
Time: 09:38:14 AM,Game Time: 212.8122,Water Flow Sensor percentage changed From:21.6% To: 21.7%
Time: 09:38:14 AM,Game Time: 212.8456,Water Flow Sensor percentage changed From:6.9% To: 7%
Time: 09:38:14 AM,Game Time: 212.9122,Water Flow Sensor percentage changed From:21.7% To: 21.8%
Time: 09:38:15 AM,Game Time: 212.9789,Water Flow Sensor percentage changed From:21.8% To: 21.9%
Time: 09:38:15 AM,Game Time: 213.0122,Water Flow Sensor percentage changed From:7% To: 7.1%
Time: 09:38:15 AM,Game Time: 213.0456,Water Flow Sensor percentage changed From:21.9% To: 22%
Time: 09:38:15 AM,Game Time: 213.0456,Water Flow Sensor percentage changed From:55.6% To: 55.7%
Time: 09:38:15 AM,Game Time: 213.1122,Water Flow Sensor percentage changed From:7.1% To: 7.2%
Time: 09:38:15 AM,Game Time: 213.1122,Water Flow Sensor percentage changed From:22% To: 22.1%
Time: 09:38:15 AM,Game Time: 213.1456,Water Flow Sensor percentage changed From:12.6% To: 12.7%
Time: 09:38:15 AM,Game Time: 213.1456,Water Flow Sensor percentage changed From:22.1% To: 22.2%
Time: 09:38:15 AM,Game Time: 213.1456,Water Flow Sensor percentage changed From:8.8% To: 8.9%
Time: 09:38:15 AM,Game Time: 213.2122,Water Flow Sensor percentage changed From:7.2% To: 7.3%
Time: 09:38:15 AM,Game Time: 213.2789,Water Flow Sensor percentage changed From:2% To: 2.1%
Time: 09:38:15 AM,Game Time: 213.3122,Water Flow Sensor percentage changed From:8.9% To: 9%
Time: 09:38:15 AM,Game Time: 213.3456,Water Flow Sensor percentage changed From:22.2% To: 22.3%
Time: 09:38:15 AM,Game Time: 213.4117,Water Flow Sensor percentage changed From:55.7% To: 55.8%
Time: 09:38:15 AM,Game Time: 213.4451,Water Flow Sensor percentage changed From:22.3% To: 22.5%
Time: 09:38:15 AM,Game Time: 213.5451,Water Flow Sensor percentage changed From:12.7% To: 12.8%
Time: 09:38:15 AM,Game Time: 213.5451,Water Flow Sensor percentage changed From:9% To: 9.1%
Time: 09:38:17 AM,Game Time: 213.6117,Conversation Start.
Time: 09:38:17 AM,Game Time: 213.6117,Conversation Start.
Time: 09:38:18 AM,Game Time: 213.62,Entered Corridor
Time: 09:38:18 AM,Game Time: 213.74,Objective Change. To: Go see the Professor.
Time: 09:38:29 AM,Game Time: 225.22,Entered Bridge Area
Time: 09:38:33 AM,Game Time: 228.66,Entered DrSMLCoversationTrigger
Time: 09:38:33 AM,Game Time: 228.66,Conversation Panel Changed (Button Click)
Time: 09:38:33 AM,Game Time: 228.66,Conversation Panel Changed (Button Click)
Time: 09:38:46 AM,Game Time: 241.7481,Conversation Panel Changed (Button Click)
Time: 09:38:47 AM,Game Time: 242.7321,Conversation Panel Changed (Button Click)
Time: 09:38:48 AM,Game Time: 244.1401,Conversation Panel Changed (Button Click)
Time: 09:38:49 AM,Game Time: 244.9481,Conversation Panel Changed (Button Click)
Time: 09:38:50 AM,Game Time: 246.024,Conversation Panel Changed (Button Click)
Time: 09:38:51 AM,Game Time: 246.8921,Conversation Panel Changed (Button Click)
Time: 09:38:52 AM,Game Time: 247.7842,Conversation Panel Changed (Button Click)
Time: 09:38:53 AM,Game Time: 248.9126,Conversation Panel Changed (Button Click)
Time: 09:38:54 AM,Game Time: 250.2679,Conversation Panel Changed (Button Click)
Time: 09:38:55 AM,Game Time: 251.1362,Conversation Panel Changed (Button Click)
Time: 09:38:56 AM,Game Time: 251.7881,Conversation Panel Changed (Button Click)
Time: 09:38:56 AM,Game Time: 252.4202,Conversation Panel Changed (Button Click)
Time: 09:38:57 AM,Game Time: 253.0482,Conversation Panel Changed (Button Click)
Time: 09:38:58 AM,Game Time: 254.1691,Conversation Panel Changed (Button Click)
Time: 09:38:59 AM,Game Time: 255.0368,Conversation Panel Changed (Button Click)
Time: 09:39:01 AM,Game Time: 256.7818,Conversation Panel Changed (Button Click)
Time: 09:39:03 AM,Game Time: 259.2571,Conversation Panel Changed (Button Click)
Time: 09:39:05 AM,Game Time: 260.7185,Conversation Panel Changed (Button Click)
Time: 09:39:06 AM,Game Time: 261.6488,Conversation Panel Changed (Button Click)
Time: 09:39:06 AM,Game Time: 262.2448,Conversation Panel Changed (Button Click)
Time: 09:39:07 AM,Game Time: 262.8768,Objective Change. To: Go see the Colonel.
Time: 09:39:07 AM,Game Time: 262.8768,Conversation End.
Time: 09:39:07 AM,Game Time: 262.8768,Conversation Start.
Time: 09:39:07 AM,Game Time: 262.8768,Conversation Panel Changed (Button Click)
Time: 09:39:10 AM,Game Time: 266.06,Entered CommanderConversationTrigger
Time: 09:39:10 AM,Game Time: 266.06,Conversation Panel Changed (Button Click)
Time: 09:39:10 AM,Game Time: 266.06,Conversation Panel Changed (Button Click)
Time: 09:39:21 AM,Game Time: 277.1572,Conversation Panel Changed (Button Click)
Time: 09:39:22 AM,Game Time: 278.1732,Objective Change. To: Job Well Done!
Time: 09:39:22 AM,Game Time: 278.1732,Conversation End.
Time: 09:39:22 AM,Game Time: 278.1732,Conversation Panel Changed (Button Click)
